question,model_name,task_name,task_mode,label,response,uncertainty,correctness,refusal
"How is Heparin administered (oral, injection, topical, etc.)?",Llama-2-7b-hf,NEC,answerable,0,"Heparin is administered by injection.
",,,False
How should Idhifa be stored properly at home?,Llama-2-7b-hf,NEC,answerable,0,"Idhifa should be stored in a cool, dry place.
",,,False
What is the generic name and chemical makeup of Imitrex?,Llama-2-7b-hf,NEC,answerable,0,"Imitrex is the generic name of sumatriptan, a drug used to treat migraine headaches.
",,,False
How should Janumet XR be stored properly at home?,Llama-2-7b-hf,NEC,answerable,0,"Janumet XR should be stored at room temperature, away from heat and moisture.
",,,False
When did Kratom first become available and who manufactures it?,Llama-2-7b-hf,NEC,answerable,0,"Kratom was first available in 2006. It is manufactured by Kratom Spot.
",,,False
"How is Kurvelo administered (oral, injection, topical, etc.)?",Llama-2-7b-hf,NEC,answerable,0,"Kurvelo is administered as a single-dose oral tablet.
",,,False
How should Kyleena be stored properly at home?,Llama-2-7b-hf,NEC,answerable,0,"Kyleena should be stored in the refrigerator between 36°F and 46°F (2°C and 8°C).
",,,False
"How is Lofexidine administered (oral, injection, topical, etc.)?",Llama-2-7b-hf,NEC,answerable,0,"Lofexidine is administered orally.
",,,False
How should Lomotil be stored properly at home?,Llama-2-7b-hf,NEC,answerable,0,"Lomotil should be stored in a cool, dry place.
",,,False
How long will the effects of Loperamide last after taking it?,Llama-2-7b-hf,NEC,answerable,0,"Loperamide is a medication that is used to treat diarrhea. It works by slowing down the movement of the intestines, which helps to reduce the frequency and severity of diarrhea. The effects of Loperamide can last for up to 12 hours after taking it.
",,,False
"How is Lopressor administered (oral, injection, topical, etc.)?",Llama-2-7b-hf,NEC,answerable,0,"Lopressor is administered orally.
",,,False
What should you do if you overdose on Lunesta?,Llama-2-7b-hf,NEC,answerable,0,"If you overdose on Lunesta, you should seek medical attention immediately.
",,,False
How should Luxiq be stored properly at home?,Llama-2-7b-hf,NEC,answerable,0,"Luxiq should be stored in a cool, dry place.
",,,False
What should you do if you overdose on Morphine?,Llama-2-7b-hf,NEC,answerable,0,"You should seek medical attention immediately.
",,,False
"How is Mupirocin administered (oral, injection, topical, etc.)?",Llama-2-7b-hf,NEC,answerable,0,"Mupirocin is administered topically.
",,,False
What is the generic name and chemical makeup of Mycophenolate mofetil?,Llama-2-7b-hf,NEC,answerable,0,"Mycophenolate mofetil is a prodrug of mycophenolic acid.
",,,False
"How is Olanzapine administered (oral, injection, topical, etc.)?",Llama-2-7b-hf,NEC,answerable,0,"Olanzapine is administered orally.
",,,False
What is the generic name and chemical makeup of Olopatadine?,Llama-2-7b-hf,NEC,answerable,0,"Olopatadine is a non-sedating antihistamine that is used to treat allergic conjunctivitis. It is a racemic mixture of two enantiomers, (R)-(+)-Olopatadine and (S)-(-)-Olopatadine.
",,,False
What is the generic name and chemical makeup of Olux?,Llama-2-7b-hf,NEC,answerable,0,"Olux is the generic name of the drug and it is a topical cream that contains the active ingredient diphenhydramine.
",,,False
What should you do if you overdose on Omalizumab?,Llama-2-7b-hf,NEC,answerable,0,"If you overdose on Omalizumab, you should seek medical attention immediately.
",,,False
What is the generic name and chemical makeup of Omega-3?,Llama-2-7b-hf,NEC,answerable,0,"Omega-3 is a generic name for a group of polyunsaturated fatty acids. The chemical makeup of Omega-3 is a combination of three fatty acids: EPA, DHA, and ALA.
",,,False
What is the generic name and chemical makeup of Omeprazole?,Llama-2-7b-hf,NEC,answerable,0,"Omeprazole is a proton pump inhibitor (PPI) that is used to treat gastroesophageal reflux disease (GERD) and other conditions involving excessive stomach acid.
",,,False
What is the generic name and chemical makeup of Pristiq?,Llama-2-7b-hf,NEC,answerable,0,"The generic name of Pristiq is Desvenlafaxine. It is a serotonin-norepinephrine reuptake inhibitor (SNRI).
",,,False
What should you do if you overdose on QuilliChew ER?,Llama-2-7b-hf,NEC,answerable,0,"If you overdose on QuilliChew ER, you should seek immediate medical attention.
",,,False
How should Quinapril be stored properly at home?,Llama-2-7b-hf,NEC,answerable,0,"Quinapril should be stored in a cool and dry place.
",,,False
How should Quinine be stored properly at home?,Llama-2-7b-hf,NEC,answerable,0,"Quinine should be stored in a cool, dry place.
",,,False
What should you do if you overdose on Qutenza?,Llama-2-7b-hf,NEC,answerable,0,"If you overdose on Qutenza, you should seek medical attention immediately.
",,,False
"How is Qvar administered (oral, injection, topical, etc.)?",Llama-2-7b-hf,NEC,answerable,0,"Qvar is administered as an inhalation aerosol.
",,,False
"How is Risperidone administered (oral, injection, topical, etc.)?",Llama-2-7b-hf,NEC,answerable,0,"Risperidone is administered orally.
",,,False
What is the generic name and chemical makeup of Rituxan?,Llama-2-7b-hf,NEC,answerable,0,"Rituxan is a monoclonal antibody that binds to the CD20 antigen on the surface of B-cells.
",,,False
What is the generic name and chemical makeup of Robaxin?,Llama-2-7b-hf,NEC,answerable,0,"The generic name of Robaxin is Methocarbamol. It is a non-steroidal muscle relaxant.
",,,False
"How is Robitussin administered (oral, injection, topical, etc.)?",Llama-2-7b-hf,NEC,answerable,0,"Robitussin is administered orally.
",,,False
How should Rocephin be stored properly at home?,Llama-2-7b-hf,NEC,answerable,0,"Rocephin should be stored in a refrigerator at 2°C to 8°C.
",,,False
What should you do if you overdose on Sprycel?,Llama-2-7b-hf,NEC,answerable,0,"If you overdose on Sprycel, you should seek medical attention immediately.
",,,False
How should Sublocade be stored properly at home?,Llama-2-7b-hf,NEC,answerable,0,"Sublocade should be stored in a refrigerator at 2°C to 8°C (36°F to 46°F).
",,,False
